Day,T,TM,Tm,SLP,H,VV,V,VM
26,17.6,27.8,11,1014.7,79,0.5,1.3,5.4
27,17.5,27.6,10.2,1015.8,79,0.8,1.7,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,17.2,25.6,11.5,1017.2,81,0.6,0.7,5.4
2,16.5,23,13.4,1017.1,87,0.5,1.7,7.6
3,17.6,21.6,12.5,1017.6,83,0.5,2.6,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,16.9,24.8,11.4,1017.4,70,1.3,4.6,13
8,15.9,25.1,10.1,1017.9,73,1.8,2.4,7.6
9,15.6,24,8.4,1020.3,76,1.4,2.2,9.4
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,14.1,23.9,6.6,1018.1,74,1.3,0.9,7.6
14,14.3,22.4,7.5,1017.9,78,0.8,1.9,7.6
15,13.7,22.7,7.8,1018,76,0.8,2.8,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,10.9,18.6,4.6,1020.3,68,1.4,6.7,14.8
20,10.8,20,3.2,1019,70,1.1,2,5.4
21,12.4,22.2,4,1017.2,67,1.1,2.4,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,14.5,23.2,7,1016.2,81,0.6,1.3,5.4
26,15.6,23.6,9.8,1018.5,86,0.3,2.4,7.6
27,15,22.4,10.4,1019.5,76,1,0.7,5.4
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,10.7,19.5,3.8,1023.3,72,1,3,7.6
1,11.4,20.0,4.2,1022.2,78.0,0.8,2.8,7.6
2,12.4,20.2,5.0,1020.6,78.0,0.5,2.0,7.6
3,13.5,20.8,5.4,1018.5,74.0,0.6,2.0,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,17.0,21.1,13.5,1015.8,87.0,1.0,10.6,14.8
8,15.7,20.3,14.4,1015.6,99.0,1.0,9.4,14.8
9,13.6,16.4,12.0,1015.4,97.0,1.0,7.6,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,11.0,18.1,5.8,1017.8,89.0,0.2,0.0,-
14,10.7,16.7,6.0,1018.9,90.0,0.3,1.1,5.4
15,10.5,15.4,6.1,1020.5,90.0,0.3,4.3,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,12.5,17.8,7.4,1015.7,83.0,0.5,2.2,11.1
20,12.8,18.2,9.8,1012.1,88.0,0.3,3.7,7.6
21,14.1,19.4,7.6,1011.6,82.0,0.5,3.7,9.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,10.1,14.8,6.2,1015.5,88.0,0.5,5.9,11.1
26,11.8,16.2,5.8,1016.3,85.0,0.8,4.6,11.1
27,12.5,18.2,6.3,1017,78.0,1.6,8.0,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,13.9,22.2,6.4,1012.1,82.0,0.6,4.4,13
1,14.2,22.2,7.0,1011.3,81.0,0.5,5.7,11.1
2,13.8,20.8,6.6,1011.9,88.0,1.1,9.1,14.8
3,13.1,23.4,11.0,1007.2,84.0,0.8,13.1,22.2
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,18.7,26.0,8.8,1014.5,62.0,2.3,3.1,9.4
8,19.2,26.1,11.5,1012.9,69.0,1.6,3.1,9.4
9,16.5,26.0,11.8,1016.9,76.0,1.3,6.7,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,18.3,28.0,7.0,1013.8,54.0,2.3,3.0,7.6
14,18.2,27.0,8.9,1013.6,52.0,2.1,3.3,11.1
15,19.4,27.0,9.4,1012.9,52.0,2.4,4.3,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,19.6,28.4,10.8,1012.1,51.0,2.6,5.6,14.8
20,18.6,25.6,11.4,1008,59.0,2.3,12.4,20.6
21,18.6,26.0,10.0,1009.5,45.0,3.4,6.3,16.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,21.0,27.2,12.5,1015.2,63.0,1.8,6.1,13
26,19.2,27.9,13.4,1017.7,64.0,2.6,13.0,25.9
27,19.3,25.0,12.1,1017.6,60.0,3.1,4.6,13
28,nan,nan,nan,nan,nan,nan,nan,nan
1,18.8,25.3,9.6,1016.4,59.0,2.6,5.2,13
2,19.9,27.0,11.2,1015.9,61.0,1.9,5.0,14.8
3,22.7,29.0,13.7,1015.5,56.0,2.7,4.8,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,21.8,28.6,14.3,1014.4,64.0,1.8,3.0,9.4
8,21.8,30.6,13.6,1013.2,62.0,1.9,4.6,11.1
9,22.8,30.8,14.2,1012.4,50.0,1.9,5.6,11.1
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,23.9,31.6,16.2,1010.5,62.0,1.9,5.4,14.8
14,25.0,32.6,17.0,1009.6,67.0,1.6,3.9,11.1
15,27.3,33.4,18.9,1006.4,61.0,1.9,3.7,13
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,29.1,36.4,19.8,1004.1,63.0,2.3,3.1,11.1
20,29.2,37.4,21.2,1003.2,47.0,2.9,4.8,11.1
21,28.1,38.3,20.5,1005.3,57.0,1.9,5.4,11.1
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,26.6,35.5,19.6,1006.4,51.0,1.9,9.3,14.8
26,27.4,35.3,20.1,1007.8,42.0,1.8,12.8,22.2
27,28.2,35.8,20.4,1007.5,41.0,2.6,6.5,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,29.8,39.6,20.1,1005.3,47.0,1.8,4.4,14.8
1,28.0,39.5,21.4,1005.9,39.0,2.6,5.6,13
2,28.3,39.4,17.4,1007.1,42.0,2.6,3.0,11.1
3,28.4,39.4,19.3,1006.2,38.0,3.2,3.9,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,30.4,40.0,19.4,1007.8,34.0,2.9,5.4,14.8
8,30.4,41.6,19.7,1005,34.0,3.1,4.6,11.1
9,31.2,42.4,19.9,1003.2,34.0,2.6,3.7,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.3,40.6,21.7,1001.8,38.0,2.1,6.1,14.8
14,31.7,40.6,26.2,1001.6,33.0,2.6,10.2,16.5
15,31.0,39.4,23.7,1001.5,41.0,2.6,3.0,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,32.7,42.6,23.7,1005.3,33.0,1.9,7.8,14.8
20,33.3,42.6,25.6,1003.8,32.0,1.9,7.2,16.5
21,30.2,41.2,25.0,1005.9,39.0,1.9,6.9,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,32.2,40.6,22.7,1003.7,32.0,2.3,11.3,18.3
26,31.9,40.8,24.6,1003.6,36.0,1.9,3.3,7.6
27,32.2,41.5,22.2,1003.2,33.0,2.1,5.4,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,33.3,43.5,25.7,998.9,44.0,1.9,8.3,11.1
2,33.6,40.8,27.4,999,50.0,2.6,9.1,11.1
3,33.1,40.8,28.5,1002.1,54.0,1.9,6.1,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,31.9,39.4,23.8,1003.1,49.0,2.6,3.1,11.1
8,34.7,40.4,29.2,1001.1,47.0,2.3,8.3,11.1
9,33.7,40.4,27.6,1001.7,51.0,3.1,8.1,16.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,33.8,42.5,25.2,995.3,54.0,2.6,5.7,9.4
14,37.7,44.2,26.5,995.7,31.0,2.6,5.7,18.3
15,36.2,45.6,25.0,997,32.0,3.1,6.3,20.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,35.3,43.6,27.5,998.7,43.0,1.9,3.9,13
20,36.7,44.4,28.2,995.7,33.0,3.1,7.4,14.8
21,33.9,44.4,25.0,993.8,36.0,2.3,10.0,27.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,29.6,34.4,23.6,1003.7,64.0,2.3,5.6,11.1
26,32.2,36.7,25.0,-,52.0,2.9,4.1,9.4
27,33.0,39.3,25.5,997.7,48.0,2.6,10.2,22.2
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,33.2,40.6,20.4,998.3,53.0,2.6,4.1,9.4
1,35.6,42.0,24.9,998.6,35.0,2.9,6.3,11.1
2,35.7,42.0,26.6,997.7,37.0,2.9,4.3,11.1
3,36.6,43.0,24.9,997.6,26.0,3.4,7.6,16.5
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,37.6,43.5,27.6,996,25.0,2.9,14.3,24.1
8,37.6,44.0,29.8,995.9,24.0,2.1,13.0,24.1
9,38.1,44.0,28.1,995.8,28.0,2.7,8.1,16.5
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,38.1,43.9,31.6,998.7,32.0,3.1,12.8,18.3
14,35.7,43.7,31.2,998.4,40.0,2.6,16.3,25.9
15,37.2,42.2,29.4,996.7,38.0,3.7,16.1,22.2
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,27.8,32.7,24.5,1000,77.0,2.3,4.6,14.8
20,29.8,32.8,23.6,-,66.0,2.3,6.5,14.8
21,30.2,34.5,24.9,998.4,67.0,2.6,8.0,18.3
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,33.2,40.5,24.3,997.3,51.0,2.3,4.4,11.1
26,34.7,40.6,29.0,998.9,60.0,2.7,7.8,14.8
27,36.1,40.9,29.8,999,57.0,1.9,7.8,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,28.5,31.9,23.0,998.3,86.0,1.8,5.0,18.3
2,30.7,34.4,26.2,996.4,76.0,2.1,6.7,14.8
3,31.1,35.7,26.2,997.5,73.0,2.6,7.2,11.1
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,34.4,39.1,30.0,1000.8,65.0,2.3,8.7,11.1
8,34.6,39.1,29.2,998.2,61.0,1.9,6.7,14.8
9,31.0,39.0,28.2,997.6,74.0,1.9,9.1,14.8
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.5,37.1,26.8,996.8,76.0,2.3,4.4,9.4
14,32.2,38.4,28.4,996.7,73.0,1.9,7.2,11.1
15,33.2,38.6,27.5,998.2,65.0,2.6,9.6,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,30.8,38.2,28.8,998.3,84.0,2.3,6.3,14.8
20,27.9,37.7,25.4,999.3,92.0,1.8,5.7,14.8
21,29.4,35.1,24.5,1001.6,82.0,1.9,2.0,5.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,30.7,35.7,26.8,1003.1,77.0,1.9,9.3,18.3
26,30.3,35.2,26.4,1003.8,78.0,1.8,8.5,14.8
27,30.2,34.6,26.7,1003.4,79.0,1.9,5.9,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,28.7,32.5,24.6,999.7,85.0,1.9,3.3,11.1
1,29.8,33.6,25.6,999.7,79.0,1.8,8.3,11.1
2,31.6,35.7,25.8,999.2,72.0,2.1,4.6,11.1
3,30.8,35.7,27.6,1000.6,78.0,1.8,3.5,7.6
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,27.5,33.5,26.4,998.5,92.0,1.6,4.6,11.1
8,30.9,35.2,25.1,997.9,76.0,1.9,2.6,9.4
9,32.7,36.8,27.6,997.3,72.0,3.1,4.6,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,31.4,37.2,27.4,998.3,74.0,2.7,6.3,11.1
14,28.8,35.4,27.0,1001.2,85.0,2.6,7.4,9.4
15,30.0,34.9,25.8,1001.7,79.0,2.3,8.3,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,31.5,35.7,26.7,1000.7,75.0,2.3,9.1,16.5
20,29.9,35.7,27.5,1002,81.0,1.9,4.8,7.6
21,31.1,35.1,26.6,999.6,76.0,1.9,3.1,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,29.9,34.3,25.2,1003,76.0,1.9,3.5,7.6
26,31.3,35.1,25.8,1002.4,71.0,2.4,6.5,11.1
27,30.9,35.1,26.4,1001.5,70.0,1.8,11.5,16.5
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,31.9,38.0,25.9,1003.5,66.0,2.4,6.1,11.1
1,32.5,37.1,28.2,1003.4,62.0,2.6,4.8,7.6
2,30.6,37.1,27.6,1005.2,78.0,1.9,4.6,9.4
3,32.3,37.1,26.8,1001.8,58.0,2.9,10.0,16.5
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,32.2,37.2,25.8,1005.9,61.0,1.9,2.6,7.6
8,32.1,37.4,26.5,1006.5,65.0,1.9,3.1,9.4
9,32.3,37.7,27.1,1005.5,67.0,2.3,5.4,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,30.1,37.3,23.8,1002.6,74.0,1.9,9.8,16.5
14,27.8,35.4,25.8,1003.3,86.0,1.9,8.5,14.8
15,26.6,33.6,24.2,1001,91.0,1.6,9.1,14.8
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,28.6,34.7,24.5,1004.6,83.0,1.6,2.0,5.4
20,28.6,34.7,24.6,1004.5,82.0,1.4,3.9,7.6
21,26.8,34.7,24.4,1004.5,88.0,1.3,3.1,5.4
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,27.6,31.0,22.6,1004.9,83.0,1.9,5.9,11.1
26,27.8,33.4,22.7,1007.5,84.0,1.6,2.6,7.6
27,28.9,33.6,22.4,1006.1,75.0,1.8,3.9,11.1
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,28.5,34.7,23.7,1004,74.0,1.9,3.9,11.1
2,29.3,35.2,23.2,1004.8,65.0,1.8,4.3,9.4
3,29.2,35.2,22.5,1005.8,62.0,1.9,8.1,22.2
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,24.8,31.0,21.8,1009,91.0,1.4,8.5,9.4
8,22.4,27.1,20.8,1009.9,100.0,1.0,9.4,14.8
9,22.0,24.0,19.3,1009.5,99.0,1.3,9.4,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,24.7,31.0,18.5,1011.2,76.0,1.8,3.1,7.6
14,26.4,31.2,19.0,1010.8,68.0,1.9,4.8,11.1
15,25.2,31.8,18.8,1010.5,73.0,1.4,1.5,7.6
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,25.6,33.2,17.0,1010.8,64.0,1.9,0.7,5.4
20,24.8,34.6,16.9,1013.1,69.0,1.6,0.4,3.5
21,26.7,34.5,17.3,1015,60.0,1.6,2.2,7.6
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,23.2,31.3,14.0,1008.9,63.0,1.4,5.7,14.8
26,23.1,31.4,14.9,1012.6,70.0,1.6,2.4,7.6
27,23.3,32.3,15.0,1012.3,66.0,1.4,1.9,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,22.7,30.8,15.0,1013.3,74.0,1.1,1.7,7.6
1,23.2,33.0,15.2,1013.4,74.0,0.8,1.5,7.6
2,23.4,33.0,15.5,1011.4,73.0,1.0,2.6,9.4
3,22.7,31.0,15.8,1011.4,76.0,0.6,2.0,9.4
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,24.7,32.0,17.0,1013.6,70.0,1.4,1.7,7.6
8,23.2,33.0,17.2,1014.7,74.0,1.0,1.7,7.6
9,22.7,29.6,16.9,1015,72.0,1.8,1.7,7.6
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,19.4,28.3,12.6,1014.5,69.0,1.6,3.9,11.1
14,22.7,30.2,14.1,1015.4,65.0,1.4,2.6,9.4
15,21.2,31.2,15.4,1014.5,69.0,1.6,1.1,5.4
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,17.5,26.0,9.0,1015.8,67.0,1.4,1.9,5.4
20,17.7,27.0,9.6,1014.5,66.0,1.3,2.2,7.6
21,17.3,27.3,8.9,1013.7,68.0,1.4,3.0,14.8
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,16.2,27.4,7.8,1016.1,68.0,1.6,1.7,7.6
26,17.7,28.3,8.3,1012.6,67.0,1.0,3.1,11.1
27,16.8,27.2,7.9,1011.1,68.0,1.1,0.9,7.6
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
1,16.4,26.2,8.3,1014.8,73.0,0.8,3.0,13
2,16.6,27.7,8.0,1014.1,74.0,0.8,2.0,7.6
3,16.6,27.7,8.4,1015,79.0,0.8,0.4,3.5
4,nan,nan,nan,nan,nan,nan,nan,nan
5,nan,nan,nan,nan,nan,nan,nan,nan
6,nan,nan,nan,nan,nan,nan,nan,nan
7,16.3,24.1,9.6,1014.7,69.0,0.8,8.0,14.8
8,17.1,24.4,8.3,1015.8,66.0,1.1,3.9,11.1
9,16.7,26.8,8.4,1014.4,69.0,1.4,2.8,13
10,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan
13,17.6,27.1,8.9,1015.6,58.0,1.6,8.3,14.8
14,15.9,26.8,10.0,1015.9,62.0,1.8,5.7,14.8
15,13.9,24.6,6.4,1014.5,67.0,1.9,4.6,11.1
16,nan,nan,nan,nan,nan,nan,nan,nan
17,nan,nan,nan,nan,nan,nan,nan,nan
18,nan,nan,nan,nan,nan,nan,nan,nan
19,13.3,23.7,7.2,1014.6,79.0,0.6,2.4,5.4
20,14.1,23.2,6.3,1014,74.0,0.8,3.5,11.1
21,13.4,23.2,7.1,1015.2,78.0,0.6,0.4,3.5
22,nan,nan,nan,nan,nan,nan,nan,nan
23,nan,nan,nan,nan,nan,nan,nan,nan
24,nan,nan,nan,nan,nan,nan,nan,nan
25,10.2,20.0,5.3,1016.6,84.0,0.6,6.1,14.8
26,9.3,16.2,5.0,1019.5,93.0,0.3,1.9,7.6
27,11.3,16.8,5.6,1018.1,80.0,0.6,8.9,14.8
28,nan,nan,nan,nan,nan,nan,nan,nan
29,nan,nan,nan,nan,nan,nan,nan,nan
30,nan,nan,nan,nan,nan,nan,nan,nan
31,13.3,20.8,8.0,1019.6,81.0,0.8,6.7,18.3
